,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
3,tt0004972,movie,The Birth of a Nation,1915,195,"Drama,History,War",6.2,24927
4,tt0006864,movie,Intolerance,1916,163,"Drama,History",7.7,15698
5,tt0009968,movie,Broken Blossoms,1919,90,"Drama,Romance",7.3,10439
6,tt0010323,movie,The Cabinet of Dr. Caligari,1920,76,"Horror,Mystery,Thriller",8.0,64369
7,tt0012349,movie,The Kid,1921,68,"Comedy,Drama,Family",8.3,126642
8,tt0012364,movie,The Phantom Carriage,1921,107,"Drama,Fantasy,Horror",8.0,12688
9,tt0013257,movie,Häxan,1922,91,"Documentary,Fantasy,Horror",7.6,14746
10,tt0013427,movie,Nanook of the North,1922,78,Documentary,7.6,12452
11,tt0013442,movie,Nosferatu,1922,94,"Fantasy,Horror",7.9,97990
12,tt0014341,movie,Our Hospitality,1923,65,"Comedy,Romance,Thriller",7.8,11447
13,tt0014429,movie,Safety Last!,1923,74,"Action,Comedy,Thriller",8.1,20909
14,tt0015064,movie,The Last Laugh,1924,77,Drama,8.0,14178
15,tt0015163,movie,The Navigator,1924,59,"Action,Comedy,Romance",7.6,10114
16,tt0015324,movie,Sherlock Jr.,1924,45,"Action,Comedy,Romance",8.2,50296
17,tt0015648,movie,Battleship Potemkin,1925,75,"Drama,History,Thriller",8.0,58062
18,tt0015864,movie,The Gold Rush,1925,95,"Adventure,Comedy,Drama",8.2,111633
19,tt0015881,movie,Greed,1924,140,"Drama,Thriller,Western",8.1,10079
20,tt0016220,movie,The Phantom of the Opera,1925,93,Horror,7.5,18677
21,tt0016332,movie,Seven Chances,1925,56,"Comedy,Romance",7.8,10496
22,tt0016847,movie,Faust,1926,107,"Drama,Fantasy,Horror",8.1,15449
23,tt0017075,movie,The Lodger: A Story of the London Fog,1927,92,"Crime,Drama,Mystery",7.3,12135
24,tt0017136,movie,Metropolis,1927,153,"Drama,Sci-Fi",8.3,174502
25,tt0017925,movie,The General,1926,67,"Action,Adventure,Comedy",8.2,91695
26,tt0018037,movie,The Jazz Singer,1927,88,"Drama,Music,Musical",6.4,10170
27,tt0018455,movie,Sunrise,1927,94,"Drama,Romance",8.1,51259
28,tt0018578,movie,Wings,1927,144,"Action,Drama,Romance",7.6,13109
29,tt0018737,movie,Pandora's Box,1929,109,"Crime,Drama,Romance",7.8,10946
30,tt0018742,movie,The Cameraman,1928,76,"Comedy,Drama,Family",8.0,11956
31,tt0018773,movie,The Circus,1928,72,"Comedy,Family,Romance",8.1,33995
32,tt0019254,movie,The Passion of Joan of Arc,1928,110,"Biography,Drama,History",8.2,55099
33,tt0019421,movie,"Steamboat Bill, Jr.",1928,70,"Action,Comedy,Drama",7.8,14857
34,tt0019702,movie,Blackmail,1929,85,"Crime,Thriller",6.9,10873
35,tt0019760,movie,Man with a Movie Camera,1929,68,"Documentary,Music",8.4,25285
37,tt0020629,movie,All Quiet on the Western Front,1930,152,"Drama,War",8.1,62181
38,tt0020640,movie,Animal Crackers,1930,97,"Comedy,Family,Musical",7.4,14601
39,tt0020697,movie,The Blue Angel,1930,104,"Drama,Music",7.7,15239
40,tt0021079,movie,Little Caesar,1931,79,"Action,Crime,Drama",7.2,13480
41,tt0021577,movie,L'Age d'Or,1930,60,"Comedy,Drama",7.2,14045
42,tt0021749,movie,City Lights,1931,87,"Comedy,Drama,Romance",8.5,184678
43,tt0021814,movie,Dracula,1931,75,"Drama,Fantasy,Horror",7.4,53407
44,tt0021884,movie,Frankenstein,1931,70,"Drama,Horror,Sci-Fi",7.8,73456
45,tt0022100,movie,M,1931,117,"Crime,Mystery,Thriller",8.3,158101
46,tt0022158,movie,Monkey Business,1931,77,"Comedy,Family,Musical",7.4,13687
47,tt0022286,movie,The Public Enemy,1931,83,"Crime,Drama",7.6,21414
48,tt0022835,movie,Dr. Jekyll and Mr. Hyde,1931,98,"Horror,Sci-Fi",7.6,14141
49,tt0022913,movie,Freaks,1932,64,"Drama,Horror",7.8,46930
50,tt0022958,movie,Grand Hotel,1932,112,"Drama,Romance",7.3,19538
51,tt0023027,movie,Horse Feathers,1932,68,"Comedy,Family,Musical",7.5,12804
52,tt0023042,movie,I Am a Fugitive from a Chain Gang,1932,92,"Crime,Drama,Film-Noir",8.2,13392
53,tt0023238,movie,The Most Dangerous Game,1932,63,"Action,Adventure,Horror",7.1,12653
54,tt0023245,movie,The Mummy,1932,73,"Fantasy,Horror",7.0,27347
55,tt0023293,movie,The Old Dark House,1932,72,"Adventure,Comedy,Drama",7.0,11326
56,tt0023427,movie,Scarface,1932,93,"Action,Crime,Drama",7.7,28266
57,tt0023563,movie,The Testament of Dr. Mabuse,1933,122,"Crime,Mystery,Thriller",7.9,12757
58,tt0023622,movie,Trouble in Paradise,1932,83,"Comedy,Crime,Romance",8.0,14907
59,tt0023649,movie,Vampyr,1932,75,"Fantasy,Horror",7.4,18662
60,tt0023694,movie,White Zombie,1932,69,Horror,6.3,10768
61,tt0023969,movie,Duck Soup,1933,69,"Comedy,Musical",7.8,60363
62,tt0024034,movie,42nd Street,1933,89,"Comedy,Drama,Musical",7.3,12154
63,tt0024184,movie,The Invisible Man,1933,71,"Horror,Sci-Fi",7.6,35871
64,tt0024216,movie,King Kong,1933,100,"Adventure,Horror,Sci-Fi",7.9,85983
65,tt0024844,movie,L'Atalante,1934,89,"Comedy,Drama,Romance",7.8,16159
66,tt0024894,movie,The Black Cat,1934,65,"Adventure,Crime,Horror",6.9,11594
67,tt0025316,movie,It Happened One Night,1934,105,"Comedy,Romance",8.1,104258
68,tt0025452,movie,The Man Who Knew Too Much,1934,75,"Crime,Mystery,Thriller",6.7,19408
69,tt0025878,movie,The Thin Man,1934,91,"Comedy,Mystery",7.9,30110
70,tt0025913,movie,The Triumph of the Will,1935,114,"Documentary,History",7.2,17448
71,tt0026029,movie,The 39 Steps,1935,86,"Crime,Mystery,Thriller",7.6,57461
72,tt0026138,movie,The Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi",7.8,49014
73,tt0026174,movie,Captain Blood,1935,119,"Action,Adventure,History",7.7,14602
74,tt0026752,movie,Mutiny on the Bounty,1935,132,"Adventure,Biography,Drama",7.7,23242
75,tt0026778,movie,A Night at the Opera,1935,96,"Comedy,Music,Musical",7.8,33101
76,tt0027125,movie,Top Hat,1935,101,"Comedy,Musical,Romance",7.7,19381
77,tt0027260,movie,After the Thin Man,1936,112,"Comedy,Crime,Mystery",7.6,11166
78,tt0027652,movie,Fury,1936,92,"Crime,Drama,Film-Noir",7.9,12768
79,tt0027977,movie,Modern Times,1936,87,"Comedy,Drama,Romance",8.5,242072
80,tt0027996,movie,Mr. Deeds Goes to Town,1936,115,"Comedy,Drama,Romance",7.8,21798
81,tt0028010,movie,My Man Godfrey,1936,94,"Comedy,Drama,Romance",8.0,24118
82,tt0028096,movie,The Petrified Forest,1936,82,"Drama,Thriller",7.5,14034
83,tt0028212,movie,Sabotage,1936,76,"Crime,Thriller",7.0,17189
84,tt0028333,movie,Swing Time,1936,103,"Comedy,Musical,Romance",7.5,13818
85,tt0028597,movie,The Awful Truth,1937,90,"Comedy,Romance",7.7,19809
86,tt0028772,movie,A Day at the Races,1937,111,"Comedy,Family,Musical",7.5,13919
87,tt0028950,movie,The Grand Illusion,1937,113,"Drama,War",8.1,36872
88,tt0029162,movie,Lost Horizon,1937,132,"Adventure,Drama,Fantasy",7.6,13405
89,tt0029284,movie,My Favorite Wife,1940,88,"Comedy,Romance",7.3,10733
90,tt0029583,movie,Snow White and the Seven Dwarfs,1937,83,"Adventure,Animation,Family",7.6,199887
91,tt0029843,movie,The Adventures of Robin Hood,1938,102,"Action,Adventure,Romance",7.9,51372
92,tt0029850,movie,Alexander Nevsky,1938,112,"Action,Biography,Drama",7.5,11524
93,tt0029870,movie,Angels with Dirty Faces,1938,97,"Crime,Drama,Film-Noir",7.9,21811
94,tt0029947,movie,Bringing Up Baby,1938,102,Comedy,7.8,61907
95,tt0030241,movie,Holiday,1938,95,"Comedy,Romance",7.7,16499
96,tt0030287,movie,Jezebel,1938,104,"Drama,Romance",7.4,13771
97,tt0030341,movie,The Lady Vanishes,1938,96,"Mystery,Thriller",7.8,53037
98,tt0030993,movie,You Can't Take It with You,1938,126,"Comedy,Drama,Romance",7.8,26074
99,tt0031210,movie,Dark Victory,1939,104,"Drama,Romance",7.5,11409
100,tt0031225,movie,Destry Rides Again,1939,95,"Comedy,Western",7.6,11737
101,tt0031381,movie,Gone with the Wind,1939,238,"Drama,Romance,War",8.2,315343
102,tt0031385,movie,"Goodbye, Mr. Chips",1939,114,"Drama,Romance",7.9,10801
103,tt0031398,movie,Gunga Din,1939,117,"Adventure,Comedy,War",7.2,12122
104,tt0031448,movie,The Hound of the Baskervilles,1939,80,"Crime,Horror,Mystery",7.4,10678
105,tt0031455,movie,The Hunchback of Notre Dame,1939,117,"Drama,Romance",7.8,11522
106,tt0031505,movie,Jamaica Inn,1939,108,"Adventure,Crime",6.3,10322
107,tt0031679,movie,Mr. Smith Goes to Washington,1939,129,"Comedy,Drama",8.1,115960
108,tt0031725,movie,Ninotchka,1939,110,"Comedy,Romance",7.8,21289
109,tt0031762,movie,Only Angels Have Wings,1939,121,"Adventure,Drama,Romance",7.6,14415
110,tt0031867,movie,The Roaring Twenties,1939,106,"Crime,Drama,Film-Noir",7.9,14254
111,tt0031885,movie,The Rules of the Game,1939,110,"Comedy,Drama",7.9,29263
112,tt0031951,movie,Son of Frankenstein,1939,99,"Drama,Horror,Sci-Fi",7.1,10548
113,tt0031971,movie,Stagecoach,1939,96,"Adventure,Drama,Western",7.8,49427
114,tt0032138,movie,The Wizard of Oz,1939,102,"Adventure,Family,Fantasy",8.1,398839
115,tt0032143,movie,The Women,1939,133,"Comedy,Drama",7.7,14028
116,tt0032145,movie,Wuthering Heights,1939,104,"Drama,Romance",7.5,18361
117,tt0032455,movie,Fantasia,1940,125,"Animation,Family,Fantasy",7.7,96998
118,tt0032484,movie,Foreign Correspondent,1940,120,"Action,Romance,Thriller",7.5,21210
119,tt0032551,movie,The Grapes of Wrath,1940,129,Drama,8.1,93581
120,tt0032553,movie,The Great Dictator,1940,125,"Comedy,Drama,War",8.4,223802
121,tt0032599,movie,His Girl Friday,1940,92,"Comedy,Drama,Romance",7.8,59109
122,tt0032701,movie,The Letter,1940,95,"Crime,Drama,Film-Noir",7.6,13376
123,tt0032762,movie,The Mark of Zorro,1940,94,"Action,Adventure,Family",7.5,10300
124,tt0032904,movie,The Philadelphia Story,1940,112,"Comedy,Romance",7.9,69657
125,tt0032910,movie,Pinocchio,1940,88,"Adventure,Animation,Comedy",7.5,147462
126,tt0032976,movie,Rebecca,1940,130,"Drama,Film-Noir,Mystery",8.1,137554
127,tt0033028,movie,The Sea Hawk,1940,127,"Action,Adventure,History",7.6,10011
128,tt0033045,movie,The Shop Around the Corner,1940,99,"Comedy,Drama,Romance",8.0,33439
129,tt0033152,movie,The Thief of Bagdad,1940,106,"Adventure,Family,Fantasy",7.4,13447
130,tt0033238,movie,Waterloo Bridge,1940,108,"Drama,Romance,War",7.7,10195
131,tt0033373,movie,Ball of Fire,1941,111,"Comedy,Romance",7.7,12727
132,tt0033467,movie,Citizen Kane,1941,119,"Drama,Mystery",8.3,441295
133,tt0033563,movie,Dumbo,1941,64,"Adventure,Animation,Drama",7.2,132607
134,tt0033717,movie,High Sierra,1941,100,"Action,Adventure,Drama",7.5,17522
135,tt0033729,movie,How Green Was My Valley,1941,118,"Drama,Family",7.7,24442
136,tt0033804,movie,The Lady Eve,1941,94,"Comedy,Romance",7.7,21659
137,tt0033836,movie,The Little Foxes,1941,116,"Drama,Romance",7.9,12073
138,tt0033870,movie,The Maltese Falcon,1941,100,"Crime,Film-Noir,Mystery",8.0,159000
139,tt0033891,movie,Meet John Doe,1941,135,"Comedy,Drama,Romance",7.6,13746
140,tt0033922,movie,Mr. & Mrs. Smith,1941,95,"Comedy,Romance",6.3,10648
141,tt0034167,movie,Sergeant York,1941,134,"Biography,Drama,History",7.7,18542
142,tt0034240,movie,Sullivan's Travels,1941,90,"Adventure,Comedy,Drama",7.9,26538
143,tt0034248,movie,Suspicion,1941,99,"Film-Noir,Mystery,Thriller",7.3,38932
144,tt0034398,movie,The Wolf Man,1941,70,"Horror,Mystery,Romance",7.2,27769
145,tt0034492,movie,Bambi,1942,69,"Adventure,Animation,Drama",7.3,143668
146,tt0034583,movie,Casablanca,1942,102,"Drama,Romance,War",8.5,569445
147,tt0034587,movie,Cat People,1942,73,"Fantasy,Horror,Thriller",7.2,23380
148,tt0034862,movie,Holiday Inn,1942,100,"Comedy,Drama,Music",7.3,15430
149,tt0035015,movie,The Magnificent Ambersons,1942,88,"Drama,Romance",7.6,25054
150,tt0035093,movie,Mrs. Miniver,1942,134,"Drama,Romance,War",7.6,17950
151,tt0035140,movie,"Now, Voyager",1942,117,"Drama,Romance",7.9,17375
152,tt0035169,movie,The Palm Beach Story,1942,88,"Comedy,Romance",7.5,11986
153,tt0035211,movie,The Pride of the Yankees,1942,128,"Biography,Drama,Romance",7.6,11123
154,tt0035279,movie,Saboteur,1942,109,"Thriller,War",7.1,26151
155,tt0035423,movie,Kate & Leopold,2001,118,"Comedy,Fantasy,Romance",6.4,85119
156,tt0035446,movie,To Be or Not to Be,1942,99,"Comedy,Romance,War",8.2,37622
157,tt0035567,movie,Woman of the Year,1942,114,"Comedy,Drama,Romance",7.2,10289
158,tt0035575,movie,Yankee Doodle Dandy,1942,126,"Biography,Drama,Family",7.6,15795
159,tt0035753,movie,Le Corbeau,1943,92,"Crime,Drama,Mystery",7.8,10117
160,tt0035979,movie,Heaven Can Wait,1943,112,"Comedy,Drama,Fantasy",7.4,11357
161,tt0036027,movie,I Walked with a Zombie,1943,69,"Drama,Fantasy,Horror",7.0,12613
162,tt0036112,movie,The Life and Death of Colonel Blimp,1943,163,"Drama,Romance,War",8.0,15007
164,tt0036244,movie,The Ox-Bow Incident,1942,75,"Drama,Western",8.0,23559
165,tt0036342,movie,Shadow of a Doubt,1943,108,"Film-Noir,Thriller",7.8,66008
166,tt0036506,movie,Day of Wrath,1943,97,"Drama,History",8.1,10348
167,tt0036613,movie,Arsenic and Old Lace,1944,118,"Comedy,Crime,Thriller",7.9,71253
168,tt0036775,movie,Double Indemnity,1944,107,"Crime,Drama,Film-Noir",8.3,157495
169,tt0036855,movie,Gaslight,1944,114,"Crime,Drama,Mystery",7.8,29572
170,tt0036868,movie,The Best Years of Our Lives,1946,170,"Drama,Romance,War",8.1,64842
171,tt0036872,movie,Going My Way,1944,126,"Comedy,Drama,Music",7.0,12115
172,tt0037008,movie,Laura,1944,88,"Drama,Film-Noir,Mystery",7.9,47804
173,tt0037017,movie,Lifeboat,1944,97,"Drama,War",7.6,29368
174,tt0037059,movie,Meet Me in St. Louis,1944,113,"Comedy,Drama,Family",7.5,24606
175,tt0037101,movie,"Murder, My Sweet",1944,95,"Crime,Drama,Film-Noir",7.5,13693
176,tt0037382,movie,To Have and Have Not,1944,100,"Adventure,Comedy,Film-Noir",7.8,35092
177,tt0037415,movie,The Uninvited,1944,99,"Fantasy,Horror,Mystery",7.2,11299
178,tt0037469,movie,The Woman in the Window,1944,107,"Crime,Drama,Film-Noir",7.6,16311
179,tt0037515,movie,And Then There Were None,1945,97,"Crime,Drama,Mystery",7.4,15207
180,tt0037558,movie,Brief Encounter,1945,86,"Drama,Romance",8.0,40459
181,tt0037635,movie,Dead of Night,1945,103,"Drama,Horror",7.6,12996
182,tt0037638,movie,Detour,1945,68,"Crime,Drama,Film-Noir",7.3,17782
183,tt0037674,movie,Children of Paradise,1945,189,"Drama,Romance",8.3,20046
184,tt0037824,movie,"Ivan the Terrible, Part I",1944,103,"Biography,Drama,History",7.7,10149
185,tt0037865,movie,Leave Her to Heaven,1945,110,"Drama,Film-Noir,Romance",7.6,13366
186,tt0037884,movie,The Lost Weekend,1945,101,"Drama,Film-Noir",7.9,37493
187,tt0037913,movie,Mildred Pierce,1945,111,"Crime,Drama,Film-Noir",7.9,26221
188,tt0037988,movie,The Picture of Dorian Gray,1945,110,"Drama,Fantasy,Horror",7.5,13404
189,tt0038057,movie,Scarlet Street,1945,102,"Drama,Film-Noir,Thriller",7.8,17118
190,tt0038109,movie,Spellbound,1945,111,"Film-Noir,Mystery,Romance",7.5,49005
191,tt0038166,movie,The Three Caballeros,1944,71,"Animation,Comedy,Family",6.3,14316
192,tt0038348,movie,Beauty and the Beast,1946,96,"Drama,Fantasy,Romance",7.9,26646
193,tt0038355,movie,The Big Sleep,1946,114,"Crime,Film-Noir,Mystery",7.9,86113
194,tt0038559,movie,Gilda,1946,110,"Drama,Film-Noir,Romance",7.6,32594
195,tt0038574,movie,Great Expectations,1946,118,"Adventure,Drama,Mystery",7.8,24667
196,tt0038650,movie,It's a Wonderful Life,1946,130,"Drama,Family,Fantasy",8.6,453397
197,tt0038669,movie,The Killers,1946,103,"Crime,Drama,Film-Noir",7.7,21529
198,tt0038733,movie,Stairway to Heaven,1946,104,"Drama,Fantasy,Romance",8.0,22225
199,tt0038762,movie,My Darling Clementine,1946,97,"Drama,Romance,Western",7.7,23873
200,tt0038787,movie,Notorious,1946,102,"Drama,Film-Noir,Romance",7.9,101568
201,tt0038854,movie,The Postman Always Rings Twice,1946,113,"Crime,Drama,Film-Noir",7.4,21122
202,tt0038890,movie,"Rome, Open City",1945,103,"Drama,Thriller,War",8.0,26832
203,tt0038969,movie,Song of the South,1946,94,"Animation,Comedy,Family",7.0,14065
204,tt0038975,movie,The Spiral Staircase,1946,83,"Drama,Horror,Mystery",7.3,10277
205,tt0038988,movie,The Strange Love of Martha Ivers,1946,116,"Drama,Film-Noir,Romance",7.4,10061
206,tt0038991,movie,The Stranger,1946,95,"Crime,Drama,Film-Noir",7.3,26818
207,tt0039190,movie,The Bishop's Wife,1947,109,"Comedy,Drama,Fantasy",7.5,17969
208,tt0039192,movie,Black Narcissus,1947,101,Drama,7.7,25109
209,tt0039224,movie,Brute Force,1947,98,"Crime,Drama,Film-Noir",7.6,10505
210,tt0039302,movie,Dark Passage,1947,106,"Film-Noir,Thriller",7.5,20244
211,tt0039416,movie,Gentleman's Agreement,1947,118,"Drama,Romance",7.2,16598
212,tt0039417,movie,Germany Year Zero,1948,78,"Drama,War",7.8,12534
213,tt0039420,movie,The Ghost and Mrs. Muir,1947,104,"Comedy,Drama,Fantasy",7.8,19407
214,tt0039628,movie,Miracle on 34th Street,1947,96,"Comedy,Drama,Family",7.9,47876
215,tt0039631,movie,Monsieur Verdoux,1947,124,"Comedy,Crime,Drama",7.8,17753
216,tt0039661,movie,Nightmare Alley,1947,110,"Drama,Film-Noir",7.7,12301
217,tt0039677,movie,Odd Man Out,1947,116,"Crime,Drama,Film-Noir",7.7,10326
218,tt0039689,movie,Out of the Past,1947,97,"Crime,Drama,Film-Noir",8.0,37651
219,tt0039694,movie,The Paradine Case,1947,125,"Crime,Drama,Romance",6.5,11462
220,tt0040068,movie,Abbott and Costello Meet Frankenstein,1948,83,"Comedy,Family,Fantasy",7.3,17889
221,tt0040308,movie,Easter Parade,1948,103,"Musical,Romance",7.3,10158
222,tt0040369,movie,Fort Apache,1948,128,Western,7.4,18431
223,tt0040416,movie,Hamlet,1948,154,Drama,7.6,17143
224,tt0040506,movie,Key Largo,1948,100,"Action,Crime,Drama",7.7,41350
225,tt0040522,movie,Bicycle Thieves,1948,89,Drama,8.3,163673
226,tt0040525,movie,The Lady from Shanghai,1947,87,"Crime,Drama,Film-Noir",7.5,30741
227,tt0040536,movie,Letter from an Unknown Woman,1948,87,"Drama,Romance",7.9,12583
228,tt0040613,movie,Mr. Blandings Builds His Dream House,1948,94,"Comedy,Romance",7.2,11771
229,tt0040636,movie,The Naked City,1948,96,"Crime,Drama,Film-Noir",7.6,13928
230,tt0040662,movie,Oliver Twist,1948,116,Drama,7.8,12658
231,tt0040724,movie,Red River,1948,133,"Drama,Western",7.8,31574
232,tt0040725,movie,The Red Shoes,1948,135,"Drama,Music,Romance",8.1,35371
233,tt0040746,movie,Rope,1948,80,"Crime,Drama,Mystery",7.9,144140
234,tt0040823,movie,"Sorry, Wrong Number",1948,89,"Drama,Film-Noir,Mystery",7.3,11448
235,tt0040897,movie,The Treasure of the Sierra Madre,1948,126,"Adventure,Drama,Western",8.2,125277
236,tt0040979,movie,Drunken Angel,1948,98,"Crime,Drama,Romance",7.7,12192
237,tt0041090,movie,Adam's Rib,1949,101,"Comedy,Romance",7.5,21523
238,tt0041094,movie,The Adventures of Ichabod and Mr. Toad,1949,68,"Animation,Comedy,Family",6.9,16093
239,tt0041113,movie,All the King's Men,1949,110,"Drama,Film-Noir",7.4,15262
240,tt0041154,movie,Late Spring,1949,108,Drama,8.2,17221
241,tt0041386,movie,The Fountainhead,1949,114,"Drama,Romance",7.0,10330
242,tt0041452,movie,The Heiress,1949,115,"Drama,Romance",8.1,16009
243,tt0041546,movie,Kind Hearts and Coronets,1949,106,"Comedy,Crime",8.0,37559
244,tt0041699,movie,Stray Dog,1949,122,"Crime,Drama,Film-Noir",7.8,17397
245,tt0041716,movie,On the Town,1949,98,"Comedy,Musical,Romance",7.3,17745
246,tt0041719,movie,Orpheus,1950,112,"Drama,Fantasy,Romance",7.9,12437
247,tt0041841,movie,Sands of Iwo Jima,1949,100,"Action,Drama,Romance",7.0,10641
248,tt0041866,movie,She Wore a Yellow Ribbon,1949,104,Western,7.2,18022
249,tt0041959,movie,The Third Man,1949,104,"Film-Noir,Mystery,Thriller",8.1,171962
250,tt0041996,movie,Twelve O'Clock High,1949,132,"Drama,War",7.7,14920
251,tt0042041,movie,White Heat,1949,114,"Action,Crime,Drama",8.1,33218
252,tt0042192,movie,All About Eve,1950,138,Drama,8.2,131635
253,tt0042208,movie,The Asphalt Jungle,1950,112,"Crime,Drama,Film-Noir",7.8,27618
254,tt0042276,movie,Born Yesterday,1950,103,"Comedy,Drama,Romance",7.5,11489
255,tt0042332,movie,Cinderella,1950,74,"Animation,Family,Fantasy",7.3,161027
256,tt0042369,movie,D.O.A.,1949,83,"Crime,Drama,Film-Noir",7.2,12065
257,tt0042451,movie,Father of the Bride,1950,92,"Comedy,Romance",7.1,11635
258,tt0042530,movie,Gun Crazy,1950,87,"Crime,Drama,Film-Noir",7.6,13516
259,tt0042531,movie,The Gunfighter,1950,85,Western,7.7,11418
260,tt0042546,movie,Harvey,1950,104,"Comedy,Drama,Fantasy",7.9,55897
261,tt0042593,movie,In a Lonely Place,1950,94,"Drama,Film-Noir,Mystery",7.9,31964
262,tt0042619,movie,Diary of a Country Priest,1951,115,Drama,7.8,11573
263,tt0042788,movie,Night and the City,1950,101,"Crime,Film-Noir,Mystery",7.9,14026
264,tt0042804,movie,Los Olvidados,1950,85,"Crime,Drama",8.3,20545
265,tt0042876,movie,Rashomon,1950,88,"Crime,Drama,Mystery",8.2,168740
266,tt0042895,movie,Rio Grande,1950,105,"Romance,Western",7.0,16397
267,tt0042994,movie,Stage Fright,1950,110,"Film-Noir,Mystery,Thriller",7.0,14645
268,tt0043014,movie,Sunset Blvd.,1950,110,"Drama,Film-Noir",8.4,221806
269,tt0043137,movie,Winchester '73,1950,92,"Action,Drama,Western",7.6,20118
271,tt0043265,movie,The African Queen,1951,105,"Adventure,Drama,Romance",7.7,79164
272,tt0043274,movie,Alice in Wonderland,1951,75,"Adventure,Animation,Comedy",7.4,142536
273,tt0043278,movie,An American in Paris,1951,114,"Drama,Musical,Romance",7.2,34160
274,tt0043338,movie,Ace in the Hole,1951,111,"Drama,Film-Noir",8.1,36280
275,tt0043456,movie,The Day the Earth Stood Still,1951,92,"Drama,Sci-Fi",7.8,82320
276,tt0043686,movie,Forbidden Games,1952,86,"Comedy,Drama,War",8.0,12366
277,tt0043924,movie,A Place in the Sun,1951,122,"Drama,Romance",7.7,22923
278,tt0043949,movie,Quo Vadis,1951,171,"Biography,Drama,History",7.1,15331
279,tt0044008,movie,A Christmas Carol,1951,86,"Drama,Family,Fantasy",8.1,22936
280,tt0044079,movie,Strangers on a Train,1951,101,"Crime,Drama,Film-Noir",7.9,134347
281,tt0044081,movie,A Streetcar Named Desire,1951,122,Drama,7.9,108700
282,tt0044121,movie,The Thing from Another World,1951,87,"Horror,Sci-Fi",7.1,30364
283,tt0044391,movie,The Bad and the Beautiful,1952,118,"Drama,Romance",7.8,15165
284,tt0044672,movie,The Greatest Show on Earth,1952,152,"Drama,Family,Romance",6.6,14759
285,tt0044706,movie,High Noon,1952,85,"Drama,Thriller,Western",8.0,104747
286,tt0044741,movie,Ikiru,1952,143,Drama,8.3,78655
287,tt0044829,movie,The Lavender Hill Mob,1951,78,"Comedy,Crime",7.5,14537
288,tt0044837,movie,Limelight,1952,137,"Drama,Music,Romance",8.0,20548
289,tt0044876,movie,The Man in the White Suit,1951,85,"Comedy,Drama,Sci-Fi",7.3,10012
290,tt0044916,movie,Monkey Business,1952,97,"Comedy,Sci-Fi",6.9,14470
291,tt0044953,movie,The Naked Spur,1953,91,"Drama,Thriller,Western",7.3,11486
292,tt0045061,movie,The Quiet Man,1952,129,"Comedy,Drama,Romance",7.7,39090
293,tt0045152,movie,Singin' in the Rain,1952,103,"Comedy,Musical,Romance",8.3,242140
294,tt0045274,movie,Umberto D.,1952,89,Drama,8.2,26081
295,tt0045296,movie,Viva Zapata!,1952,113,"Biography,Drama,History",7.3,11623
296,tt0045537,movie,The Band Wagon,1953,112,"Comedy,Musical,Romance",7.4,11586
297,tt0045555,movie,The Big Heat,1953,89,"Crime,Film-Noir,Thriller",7.9,26980
298,tt0045591,movie,Calamity Jane,1953,101,"Musical,Romance,Western",7.2,10073
299,tt0045758,movie,Fear and Desire,1953,62,"Drama,Thriller,War",5.4,12079
300,tt0045793,movie,From Here to Eternity,1953,118,"Drama,Romance,War",7.6,47377
301,tt0045810,movie,Gentlemen Prefer Blondes,1953,91,"Comedy,Musical,Romance",7.1,38649
302,tt0045883,movie,Hondo,1953,83,"Drama,Romance,War",7.0,11249
303,tt0045888,movie,House of Wax,1953,88,Horror,7.0,18596
304,tt0045891,movie,How to Marry a Millionaire,1953,95,"Comedy,Drama,Romance",6.8,22982
305,tt0045897,movie,I Confess,1953,95,"Crime,Drama,Thriller",7.2,21445
306,tt0045943,movie,Julius Caesar,1953,120,"Drama,History",7.2,11767
307,tt0046022,movie,The Earrings of Madame De...,1953,105,"Drama,Romance",7.9,10088
308,tt0046126,movie,Niagara,1953,92,"Film-Noir,Thriller",7.0,18024
309,tt0046183,movie,Peter Pan,1953,77,"Adventure,Animation,Family",7.3,140654
310,tt0046187,movie,Pickup on South Street,1953,80,"Crime,Film-Noir,Mystery",7.6,14871
311,tt0046247,movie,The Robe,1953,135,Drama,6.7,10617
312,tt0046250,movie,Roman Holiday,1953,118,"Comedy,Romance",8.0,138912
313,tt0046268,movie,The Wages of Fear,1953,131,"Adventure,Drama,Thriller",8.2,61495
314,tt0046303,movie,Shane,1953,118,"Drama,Western",7.6,41131
315,tt0046345,movie,Summer with Monika,1953,96,"Drama,Romance",7.5,14825
316,tt0046359,movie,Stalag 17,1953,120,"Comedy,Drama,War",8.0,56123
317,tt0046438,movie,Tokyo Story,1953,136,Drama,8.2,61973
318,tt0046478,movie,Ugetsu,1953,96,"Drama,Fantasy,War",8.2,23712
319,tt0046487,movie,Monsieur Hulot's Holiday,1953,114,Comedy,7.3,18802
320,tt0046511,movie,Journey to Italy,1954,85,"Drama,Romance",7.3,10844
321,tt0046521,movie,I Vitelloni,1953,109,"Comedy,Drama",7.8,18642
322,tt0046534,movie,The War of the Worlds,1953,85,"Action,Sci-Fi,Thriller",7.0,36166
323,tt0046672,movie,"20,000 Leagues Under the Sea",1954,127,"Adventure,Drama,Family",7.2,34274
