,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
713,tt0062711,movie,Barbarella,1968,98,"Adventure,Comedy,Fantasy",5.8,35266
714,tt0062759,movie,The Diamond Arm,1969,94,"Adventure,Comedy,Crime",8.3,14865
715,tt0062765,movie,Bullitt,1968,114,"Action,Crime,Thriller",7.4,69515
716,tt0062803,movie,Chitty Chitty Bang Bang,1968,144,"Adventure,Family,Fantasy",6.9,46587
717,tt0062824,movie,Coogan's Bluff,1968,93,"Action,Comedy,Crime",6.4,17529
718,tt0062873,movie,The Young Girls of Rochefort,1967,120,"Comedy,Drama,Musical",7.7,10522
719,tt0062952,movie,Faces,1968,130,Drama,7.5,10817
720,tt0062994,movie,Funny Girl,1968,151,"Biography,Comedy,Drama",7.3,23131
721,tt0063032,movie,The Great Silence,1968,105,Western,7.7,16050
722,tt0063035,movie,The Green Berets,1968,142,"Drama,War",5.6,13170
723,tt0063121,movie,Ice Station Zebra,1968,148,"Adventure,Thriller",6.6,10620
724,tt0063227,movie,The Lion in Winter,1968,134,"Biography,Drama,History",7.9,31723
725,tt0063285,movie,Witchfinder General,1968,86,"Drama,Horror",6.7,11022
726,tt0063350,movie,Night of the Living Dead,1968,96,"Horror,Thriller",7.8,129608
727,tt0063374,movie,The Odd Couple,1968,105,Comedy,7.6,35262
728,tt0063385,movie,Oliver!,1968,153,"Drama,Family,Musical",7.4,38717
729,tt0063415,movie,The Party,1968,99,Comedy,7.4,41207
730,tt0063442,movie,Planet of the Apes,1968,112,"Adventure,Sci-Fi",8.0,180647
731,tt0063462,movie,The Producers,1967,88,"Comedy,Music",7.5,56436
732,tt0063518,movie,Romeo and Juliet,1968,138,"Drama,Romance",7.6,32035
733,tt0063522,movie,Rosemary's Baby,1968,137,"Drama,Horror",8.0,217170
734,tt0063555,movie,The Color of Pomegranates,1969,79,"Biography,Drama,History",7.6,11304
735,tt0063611,movie,Shame,1968,103,Drama,8.0,13920
736,tt0063663,movie,The Swimmer,1968,95,Drama,7.6,11935
737,tt0063671,movie,Targets,1968,90,"Crime,Drama,Thriller",7.3,10041
738,tt0063678,movie,Teorema,1968,98,"Drama,Mystery",7.1,13921
739,tt0063688,movie,The Thomas Crown Affair,1968,102,"Crime,Drama,Romance",6.9,25533
740,tt0063759,movie,Hour of the Wolf,1968,90,"Drama,Horror",7.6,20957
741,tt0063823,movie,Yellow Submarine,1968,90,"Adventure,Animation,Comedy",7.4,26543
742,tt0063850,movie,If....,1968,111,"Crime,Drama",7.4,23971
748,tt0064040,movie,Army of Shadows,1969,145,"Drama,War",8.1,23829
749,tt0064072,movie,The Battle of Britain,1969,132,"Action,Drama,History",6.9,22810
750,tt0064115,movie,Butch Cassidy and the Sundance Kid,1969,110,"Biography,Crime,Drama",8.0,216246
751,tt0064116,movie,Once Upon a Time in the West,1968,165,Western,8.5,328589
752,tt0064117,movie,Cactus Flower,1969,104,"Comedy,Romance",7.2,11017
753,tt0064276,movie,Easy Rider,1969,95,"Adventure,Drama",7.3,110489
755,tt0064418,movie,"Hello, Dolly!",1969,146,"Adventure,Comedy,Musical",7.0,15604
756,tt0064505,movie,The Italian Job,1969,99,"Action,Comedy,Crime",7.2,46656
757,tt0064541,movie,Kes,1969,111,"Drama,Family",7.9,21145
758,tt0064603,movie,The Love Bug,1968,108,"Comedy,Family,Sport",6.5,16272
759,tt0064612,movie,My Night at Maud's,1969,110,"Comedy,Drama,Romance",7.8,13267
760,tt0064665,movie,Midnight Cowboy,1969,113,Drama,7.8,111500
761,tt0064757,movie,On Her Majesty's Secret Service,1969,142,"Action,Adventure,Thriller",6.8,92780
762,tt0064782,movie,Paint Your Wagon,1969,164,"Comedy,Drama,Musical",6.6,13867
763,tt0064816,movie,La Piscine,1969,122,"Crime,Drama,Romance",7.1,10741
764,tt0064940,movie,Fellini Satyricon,1969,129,"Drama,Fantasy,History",6.8,16276
765,tt0065051,movie,Support Your Local Sheriff!,1969,92,"Comedy,Western",7.5,11621
766,tt0065063,movie,Take the Money and Run,1969,85,"Comedy,Crime",7.2,30182
767,tt0065088,movie,"They Shoot Horses, Don't They?",1969,129,Drama,7.8,19420
768,tt0065112,movie,Topaz,1969,143,"Drama,Thriller",6.2,18473
769,tt0065126,movie,True Grit,1969,128,"Adventure,Drama,Western",7.4,47892
770,tt0065134,movie,Two Mules for Sister Sara,1970,116,"Adventure,Romance,War",7.0,28170
771,tt0065143,movie,The Bird with the Crystal Plumage,1970,96,"Horror,Mystery,Thriller",7.1,21631
772,tt0065207,movie,Where Eagles Dare,1968,158,"Action,Adventure,War",7.6,58618
773,tt0065214,movie,The Wild Bunch,1969,145,"Action,Adventure,Western",7.9,85001
774,tt0065234,movie,Z,1969,127,"Crime,Drama,Thriller",8.2,29036
775,tt0065377,movie,Airport,1970,137,"Action,Drama,Thriller",6.6,19382
776,tt0065421,movie,The Aristocats,1970,78,"Adventure,Animation,Comedy",7.1,104845
777,tt0065462,movie,Beneath the Planet of the Apes,1970,95,"Action,Adventure,Sci-Fi",6.0,47476
778,tt0065466,movie,Beyond the Valley of the Dolls,1970,109,"Comedy,Drama,Music",6.1,11313
779,tt0065528,movie,Catch-22,1970,122,"Comedy,Drama,War",7.1,25258
780,tt0065531,movie,Le Cercle Rouge,1970,140,"Crime,Drama,Thriller",7.9,25709
781,tt0065547,movie,Chisum,1970,111,"Biography,Western",6.8,10142
782,tt0065571,movie,The Conformist,1970,113,Drama,7.9,30819
783,tt0065622,movie,The Decameron,1971,111,"Comedy,Drama,History",7.1,11131
784,tt0065724,movie,Five Easy Pieces,1970,98,Drama,7.4,37529
785,tt0065761,movie,The Cat o' Nine Tails,1971,112,"Horror,Mystery,Thriller",6.6,11853
786,tt0065772,movie,Claire's Knee,1970,105,"Drama,Romance",7.5,11525
787,tt0065780,movie,Gimme Shelter,1970,91,"Documentary,Music,Thriller",7.8,12094
788,tt0065832,movie,Hercules in New York,1970,92,"Adventure,Comedy,Fantasy",3.3,18516
789,tt0065889,movie,Investigation of a Citizen Above Suspicion,1970,115,"Crime,Drama",8.0,11679
790,tt0065938,movie,Kelly's Heroes,1970,144,"Adventure,Comedy,War",7.6,50095
791,tt0065988,movie,Little Big Man,1970,139,"Adventure,Comedy,Drama",7.6,35710
792,tt0066011,movie,Love Story,1970,100,"Drama,Romance",6.9,34673
793,tt0066026,movie,MASH,1970,116,"Comedy,Drama,War",7.4,73550
794,tt0066206,movie,Patton,1970,172,"Biography,Drama,War",7.9,102566
795,tt0066214,movie,Performance,1970,105,"Crime,Drama",6.8,10608
796,tt0066249,movie,The Private Life of Sherlock Holmes,1970,125,"Adventure,Comedy,Crime",7.0,12229
797,tt0066301,movie,Rio Lobo,1970,114,"War,Western",6.7,12590
799,tt0066344,movie,Scrooge,1970,113,"Drama,Family,Fantasy",7.5,10963
800,tt0066434,movie,THX 1138,1971,86,"Drama,Sci-Fi,Thriller",6.7,51952
801,tt0066473,movie,Tora! Tora! Tora!,1970,144,"Action,Drama,History",7.5,34702
802,tt0066491,movie,Tristana,1970,99,Drama,7.4,12029
803,tt0066549,movie,Waterloo,1970,134,"Action,Biography,Drama",7.2,10689
804,tt0066580,movie,Woodstock,1970,184,"Documentary,History,Music",8.1,17504
805,tt0066601,movie,Zabriskie Point,1970,113,Drama,6.9,16115
807,tt0066740,movie,The Abominable Dr. Phibes,1971,94,"Comedy,Horror",7.1,15453
808,tt0066763,movie,Anand,1971,122,"Drama,Musical",8.1,33965
809,tt0066765,movie,And Now for Something Completely Different,1971,88,Comedy,7.5,30463
810,tt0066769,movie,The Andromeda Strain,1971,131,"Mystery,Sci-Fi,Thriller",7.2,37741
811,tt0066808,movie,Bananas,1971,82,Comedy,6.9,36000
812,tt0066817,movie,Bedknobs and Broomsticks,1971,117,"Adventure,Animation,Comedy",7.0,38273
813,tt0066819,movie,The Beguiled,1971,105,"Drama,Thriller,War",7.2,17789
814,tt0066831,movie,Big Jake,1971,110,Western,7.1,13177
815,tt0066892,movie,Carnal Knowledge,1971,98,Drama,6.9,13172
816,tt0066921,movie,A Clockwork Orange,1971,136,"Crime,Sci-Fi",8.3,826041
817,tt0066993,movie,The Devils,1971,111,"Biography,Drama,History",7.8,16466
818,tt0066995,movie,Diamonds Are Forever,1971,120,"Action,Adventure,Thriller",6.5,107260
819,tt0066999,movie,Dirty Harry,1971,102,"Action,Crime,Thriller",7.7,157274
821,tt0067065,movie,Escape from the Planet of the Apes,1971,98,"Action,Sci-Fi",6.3,35830
822,tt0067093,movie,Fiddler on the Roof,1971,181,"Drama,Family,Musical",8.0,43852
823,tt0067116,movie,The French Connection,1971,104,"Action,Crime,Drama",7.7,123408
824,tt0067128,movie,Get Carter,1971,112,"Action,Crime,Thriller",7.4,34145
825,tt0067140,movie,"Duck, You Sucker!",1971,157,"Drama,War,Western",7.6,34969
826,tt0067185,movie,Harold and Maude,1971,91,"Comedy,Drama,Romance",7.9,77794
827,tt0067277,movie,Johnny Got His Gun,1971,111,"Drama,War",7.8,17102
828,tt0067309,movie,Klute,1971,114,"Crime,Mystery,Thriller",7.1,26663
829,tt0067328,movie,The Last Picture Show,1971,118,"Drama,Romance",8.0,48689
830,tt0067334,movie,Le Mans,1971,106,"Action,Adventure,Drama",6.7,10761
831,tt0067355,movie,They Call Me Trinity,1970,115,"Comedy,Western",7.4,22770
832,tt0067372,movie,Macbeth,1971,140,"Drama,History",7.4,14035
833,tt0067411,movie,McCabe & Mrs. Miller,1971,120,"Drama,Western",7.6,25376
834,tt0067445,movie,Death in Venice,1971,130,"Drama,Romance",7.4,21372
835,tt0067525,movie,The Omega Man,1971,98,"Action,Drama,Sci-Fi",6.4,31988
836,tt0067541,movie,Wake in Fright,1971,109,"Drama,Thriller",7.6,12603
837,tt0067549,movie,The Panic in Needle Park,1971,110,Drama,7.0,18461
838,tt0067588,movie,Play Misty for Me,1971,102,"Drama,Thriller",6.9,28761
839,tt0067656,movie,A Bay of Blood,1971,84,"Horror,Mystery,Thriller",6.5,11263
840,tt0067741,movie,Shaft,1971,100,"Action,Crime,Thriller",6.6,19391
841,tt0067756,movie,Silent Running,1972,89,"Drama,Sci-Fi",6.6,29496
842,tt0067778,movie,Murmur of the Heart,1971,118,"Comedy,Drama",7.6,10096
843,tt0067800,movie,Straw Dogs,1971,113,"Crime,Drama,Thriller",7.4,60752
844,tt0067824,movie,The Big Boss,1971,100,"Action,Crime,Drama",6.9,27375
845,tt0067866,movie,El Topo,1970,125,"Drama,Western",7.2,29566
846,tt0067893,movie,Two-Lane Blacktop,1971,102,Drama,7.2,12593
847,tt0067927,movie,Vanishing Point,1971,99,"Action,Crime,Thriller",7.2,28839
848,tt0067959,movie,Walkabout,1971,100,"Adventure,Drama",7.6,25726
849,tt0067992,movie,Willy Wonka & the Chocolate Factory,1971,100,"Family,Fantasy,Musical",7.8,201891
851,tt0068154,movie,Trinity Is Still My Name,1971,117,"Comedy,Western",7.2,16117
852,tt0068182,movie,"Aguirre, the Wrath of God",1972,95,"Action,Adventure,Biography",7.8,57599
853,tt0068240,movie,Avanti!,1972,144,"Comedy,Romance",7.2,10641
854,tt0068327,movie,Cabaret,1972,124,"Drama,Music,Musical",7.8,55499
855,tt0068334,movie,The Candidate,1972,110,"Comedy,Drama",7.0,11119
857,tt0068361,movie,The Discreet Charm of the Bourgeoisie,1972,102,Comedy,7.8,43394
858,tt0068408,movie,Conquest of the Planet of the Apes,1972,88,"Action,Sci-Fi",6.1,33180
859,tt0068421,movie,The Cowboys,1972,134,"Adventure,Drama,Western",7.4,14733
860,tt0068473,movie,Deliverance,1972,109,"Adventure,Drama,Thriller",7.7,110043
861,tt0068519,movie,Gentlemen of Fortune,1971,88,"Comedy,Crime,Drama",8.4,11757
862,tt0068555,movie,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,88,Comedy,6.7,40146
863,tt0068611,movie,Frenzy,1972,116,Thriller,7.4,46210
864,tt0068612,movie,Fritz the Cat,1972,78,"Animation,Comedy,Drama",6.2,13157
865,tt0068638,movie,The Getaway,1972,123,"Action,Crime,Thriller",7.3,32655
866,tt0068646,movie,The Godfather,1972,175,"Crime,Drama",9.2,1841081
867,tt0068699,movie,High Plains Drifter,1973,105,"Drama,Mystery,Western",7.4,57610
868,tt0068713,movie,Horror Express,1972,91,"Adventure,Horror,Sci-Fi",6.5,11267
869,tt0068762,movie,Jeremiah Johnson,1972,108,"Adventure,Drama,Western",7.5,32088
870,tt0068767,movie,Fist of Fury,1972,106,"Action,Drama,Romance",7.2,30919
871,tt0068768,movie,Joe Kidd,1972,88,Western,6.4,18917
872,tt0068833,movie,The Last House on the Left,1972,84,"Crime,Horror,Thriller",5.9,37807
873,tt0068931,movie,The Mechanic,1972,100,"Action,Crime,Thriller",6.8,14347
874,tt0068935,movie,The Way of the Dragon,1972,99,"Action,Adventure,Comedy",7.2,37604
875,tt0069089,movie,Pink Flamingos,1972,93,"Comedy,Crime",6.0,25217
876,tt0069097,movie,"Play It Again, Sam",1972,85,"Comedy,Romance",7.6,26661
877,tt0069113,movie,The Poseidon Adventure,1972,117,"Action,Adventure,Drama",7.1,45857
878,tt0069191,movie,Roma,1972,120,"Comedy,Drama",7.3,13031
879,tt0069280,movie,Slaughterhouse-Five,1972,104,"Comedy,Drama,Sci-Fi",6.8,13205
880,tt0069281,movie,Sleuth,1972,138,"Mystery,Thriller",8.0,47956
881,tt0069293,movie,Solaris,1972,167,"Drama,Mystery,Sci-Fi",8.0,91603
882,tt0069341,movie,Tales from the Crypt,1972,92,"Drama,Horror,Mystery",6.9,11682
883,tt0069467,movie,Cries & Whispers,1972,91,Drama,8.0,34428
884,tt0069495,movie,"What's Up, Doc?",1972,94,"Comedy,Romance",7.7,24317
885,tt0069687,movie,Alice in the Cities,1974,113,Drama,7.9,11927
886,tt0069697,movie,"Watch Out, We're Mad",1974,102,"Action,Comedy",7.3,12725
887,tt0069704,movie,American Graffiti,1973,110,"Comedy,Drama",7.4,90855
888,tt0069747,movie,The Mad Adventures of Rabbi Jacob,1973,100,"Adventure,Comedy",7.4,13487
889,tt0069762,movie,Badlands,1973,94,"Action,Crime,Drama",7.7,73453
890,tt0069768,movie,Battle for the Planet of the Apes,1973,93,"Action,Sci-Fi",5.4,31426
891,tt0069865,movie,Charley Varrick,1973,111,"Crime,Drama,Thriller",7.5,12414
892,tt0069895,movie,The Crazies,1973,103,"Action,Horror,Sci-Fi",6.1,13538
893,tt0069897,movie,Coffy,1973,90,"Action,Crime,Thriller",6.8,11571
894,tt0069945,movie,Dark Star,1974,83,"Comedy,Sci-Fi",6.2,25019
895,tt0069947,movie,The Day of the Jackal,1973,143,"Crime,Drama,Thriller",7.8,41398
896,tt0069995,movie,Don't Look Now,1973,110,"Drama,Horror,Mystery",7.2,56688
897,tt0070016,movie,Charlotte's Web,1973,94,"Adventure,Animation,Drama",6.9,21099
898,tt0070034,movie,Enter the Dragon,1973,102,"Action,Crime,Drama",7.6,105096
899,tt0070040,movie,The Spirit of the Beehive,1973,98,"Drama,Fantasy",7.8,18762
900,tt0070047,movie,The Exorcist,1973,122,Horror,8.1,406078
901,tt0070077,movie,The Friends of Eddie Coyle,1973,102,"Crime,Drama",7.4,10966
902,tt0070130,movie,La Grande Bouffe,1973,130,"Comedy,Drama",7.1,13434
903,tt0070215,movie,My Name Is Nobody,1973,116,"Comedy,Western",7.3,27348
904,tt0070233,movie,Ivan Vasilyevich Changes His Profession,1973,88,"Adventure,Comedy,Sci-Fi",8.2,16800
905,tt0070239,movie,Jesus Christ Superstar,1973,106,"Drama,History,Musical",7.3,27427
906,tt0070290,movie,The Last Detail,1973,104,"Comedy,Drama",7.5,25396
907,tt0070294,movie,The Legend of Hell House,1973,95,Horror,6.7,13214
908,tt0070328,movie,Live and Let Die,1973,121,"Action,Adventure,Thriller",6.7,108532
909,tt0070334,movie,The Long Goodbye,1973,112,"Comedy,Crime,Drama",7.6,31824
910,tt0070355,movie,Magnum Force,1973,124,"Action,Crime,Mystery",7.2,62299
911,tt0070379,movie,Mean Streets,1973,112,"Crime,Drama,Thriller",7.2,109836
912,tt0070460,movie,Day for Night,1973,116,"Comedy,Drama,Romance",8.0,23145
913,tt0070510,movie,Paper Moon,1973,102,"Comedy,Crime,Drama",8.1,48039
914,tt0070511,movie,Papillon,1973,151,"Biography,Crime,Drama",8.0,131084
915,tt0070518,movie,Pat Garrett & Billy the Kid,1973,122,"Biography,Drama,Western",7.2,19774
916,tt0070544,movie,Fantastic Planet,1973,72,"Animation,Sci-Fi",7.7,31788
917,tt0070608,movie,Robin Hood,1973,83,"Adventure,Animation,Comedy",7.5,128001
918,tt0070643,movie,Scarecrow,1973,112,Drama,7.2,17616
920,tt0070666,movie,Serpico,1973,130,"Biography,Crime,Drama",7.7,123769
921,tt0070698,movie,Sisters,1972,93,"Horror,Mystery,Thriller",6.9,18302
922,tt0070707,movie,Sleeper,1973,89,"Comedy,Sci-Fi",7.1,43246
923,tt0070723,movie,Soylent Green,1973,97,"Crime,Mystery,Sci-Fi",7.0,65654
924,tt0070735,movie,The Sting,1973,129,"Comedy,Crime,Drama",8.3,262081
925,tt0070791,movie,Theater of Blood,1973,104,"Comedy,Drama,Horror",7.1,11249
926,tt0070842,movie,Turkish Delight,1973,108,"Drama,Romance",7.1,11101
927,tt0070849,movie,Last Tango in Paris,1972,129,"Drama,Romance",6.9,54395
928,tt0070903,movie,The Way We Were,1973,118,"Drama,Romance",7.0,25448
929,tt0070909,movie,Westworld,1973,88,"Action,Sci-Fi,Thriller",6.9,59029
930,tt0070917,movie,The Wicker Man,1973,88,"Horror,Mystery,Thriller",7.5,81817
931,tt0070948,movie,Zardoz,1974,105,"Adventure,Fantasy,Sci-Fi",5.8,22812
936,tt0071110,movie,Airport 1975,1974,107,"Action,Drama,Thriller",5.7,10740
937,tt0071115,movie,Alice Doesn't Live Here Anymore,1974,112,"Drama,Romance",7.3,24133
938,tt0071129,movie,I Remember,1973,123,"Comedy,Drama",7.9,43871
939,tt0071141,movie,Ali: Fear Eats the Soul,1974,92,"Drama,Romance",8.0,21746
940,tt0071222,movie,Black Christmas,1974,98,"Horror,Mystery,Thriller",7.1,41269
941,tt0071230,movie,Blazing Saddles,1974,93,"Comedy,Western",7.7,140118
942,tt0071249,movie,Bring Me the Head of Alfredo Garcia,1974,112,"Action,Crime,Drama",7.4,20143
943,tt0071315,movie,Chinatown,1974,130,"Drama,Mystery,Thriller",8.2,326346
944,tt0071360,movie,The Conversation,1974,113,"Drama,Mystery,Thriller",7.8,112474
945,tt0071402,movie,Death Wish,1974,93,"Action,Crime,Drama",6.9,39755
946,tt0071411,movie,Dersu Uzala,1975,142,"Adventure,Biography,Drama",8.2,29904
947,tt0071455,movie,Earthquake,1974,122,"Action,Drama,Thriller",5.9,16378
948,tt0071464,movie,Emmanuelle,1974,94,"Drama,Romance",5.2,10314
949,tt0071487,movie,The Phantom of Liberty,1974,104,Comedy,7.8,16176
950,tt0071517,movie,Foxy Brown,1974,92,"Action,Crime,Thriller",6.5,10659
951,tt0071524,movie,The Front Page,1974,105,"Comedy,Drama,Romance",7.3,13924
952,tt0071562,movie,The Godfather Part II,1974,202,"Crime,Drama",9.0,1261370
953,tt0071577,movie,The Great Gatsby,1974,144,"Drama,Romance",6.4,25319
954,tt0071615,movie,The Holy Mountain,1973,114,"Adventure,Drama,Fantasy",7.8,43505
955,tt0071691,movie,The Enigma of Kaspar Hauser,1974,110,"Biography,Drama,History",7.7,17879
956,tt0071746,movie,Lenny,1974,111,"Biography,Drama",7.6,16294
957,tt0071771,movie,The Longest Yard,1974,121,"Comedy,Crime,Drama",7.1,19529
958,tt0071807,movie,The Man with the Golden Gun,1974,125,"Action,Adventure,Thriller",6.7,106377
959,tt0071853,movie,Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy",8.2,540503
960,tt0071877,movie,Murder on the Orient Express,1974,128,"Crime,Drama,Mystery",7.3,62793
961,tt0071910,movie,The Night Porter,1974,118,Drama,6.6,13421
962,tt0071935,movie,The Odessa File,1974,130,"Drama,Thriller",7.0,11345
963,tt0071970,movie,The Parallax View,1974,102,"Drama,Thriller",7.1,19308
964,tt0071994,movie,Phantom of the Paradise,1974,91,"Comedy,Drama,Fantasy",7.3,19743
965,tt0072081,movie,The Return of the Pink Panther,1975,113,"Comedy,Crime,Mystery",7.0,27602
966,tt0072226,movie,The Sugarland Express,1974,110,"Crime,Drama",6.7,17496
967,tt0072251,movie,The Taking of Pelham One Two Three,1974,104,"Action,Crime,Thriller",7.6,31215
968,tt0072271,movie,The Texas Chain Saw Massacre,1974,83,Horror,7.4,163307
969,tt0072281,movie,The Three Musketeers,1973,106,"Action,Adventure",7.1,18350
970,tt0072288,movie,Thunderbolt and Lightfoot,1974,115,"Action,Comedy,Crime",7.0,25782
971,tt0072308,movie,The Towering Inferno,1974,165,"Action,Drama,Thriller",7.0,44279
972,tt0072417,movie,A Woman Under the Influence,1974,155,"Drama,Romance",8.1,25473
973,tt0072431,movie,Young Frankenstein,1974,106,Comedy,8.0,158877
974,tt0072443,movie,Mirror,1975,107,"Biography,Drama",8.0,47069
977,tt0072684,movie,Barry Lyndon,1975,185,"Adventure,Drama,War",8.1,167969
978,tt0072730,movie,A Boy and His Dog,1975,91,"Comedy,Drama,Sci-Fi",6.4,18000
979,tt0072783,movie,Chupke Chupke,1975,146,"Comedy,Drama,Romance",8.3,12669
980,tt0072856,movie,Death Race 2000,1975,80,"Action,Comedy,Sci-Fi",6.2,28120
981,tt0072860,movie,Deewaar,1975,174,"Action,Crime,Drama",8.0,11137
982,tt0072890,movie,Dog Day Afternoon,1975,125,"Biography,Crime,Drama",8.0,257327
983,tt0072901,movie,The Twelve Tasks of Asterix,1976,82,"Adventure,Animation,Comedy",7.6,17422
984,tt0072926,movie,The Eiger Sanction,1975,129,"Action,Crime,Thriller",6.3,20231
985,tt0072951,movie,Escape to Witch Mountain,1975,97,"Adventure,Family,Fantasy",6.3,10543
986,tt0072962,movie,F for Fake,1973,89,Documentary,7.7,17053
987,tt0073000,movie,The Pinchcliffe Grand Prix,1975,88,"Animation,Comedy,Family",8.4,13503
988,tt0073012,movie,The Four Musketeers: Milady's Revenge,1974,108,"Adventure,History",6.9,10806
989,tt0073018,movie,French Connection II,1975,119,"Action,Crime,Drama",6.7,19049
990,tt0073076,movie,Grey Gardens,1975,95,"Comedy,Documentary,Drama",7.6,13943
991,tt0073092,movie,Hard Times,1975,93,"Crime,Drama,Sport",7.2,10929
993,tt0073195,movie,Jaws,1975,124,"Adventure,Thriller",8.1,603689
994,tt0073312,movie,Love and Death,1975,85,"Comedy,War",7.7,38838
995,tt0073341,movie,The Man Who Would Be King,1975,129,"Adventure,History,War",7.8,49341
996,tt0073440,movie,Nashville,1975,160,"Comedy,Drama,Music",7.7,26615
997,tt0073453,movie,Night Moves,1975,100,"Crime,Drama,Mystery",7.1,15515
998,tt0073486,movie,One Flew Over the Cuckoo's Nest,1975,133,Drama,8.7,1002398
999,tt0073540,movie,Picnic at Hanging Rock,1975,115,"Drama,Mystery",7.4,37920
1000,tt0073580,movie,The Passenger,1975,126,"Drama,Thriller",7.5,24057
1001,tt0073582,movie,Deep Red,1975,127,"Horror,Mystery,Thriller",7.5,38556
1002,tt0073629,movie,The Rocky Horror Picture Show,1975,100,"Comedy,Horror,Musical",7.4,152864
1003,tt0073631,movie,Rollerball,1975,125,"Action,Sci-Fi,Sport",6.6,25675
1004,tt0073636,movie,Rooster Cogburn,1975,108,"Adventure,Drama,Western",6.8,12245
1005,tt0073650,movie,"Salò, or the 120 Days of Sodom",1975,117,Drama,5.8,60803
1006,tt0073692,movie,Shampoo,1975,110,"Comedy,Drama",6.4,13053
1007,tt0073705,movie,Shivers,1975,87,"Horror,Sci-Fi",6.4,21492
1008,tt0073707,movie,Sholay,1975,204,"Action,Adventure,Comedy",8.1,56040
1009,tt0073747,movie,The Stepford Wives,1975,115,"Horror,Mystery,Sci-Fi",6.9,18073
1010,tt0073802,movie,Three Days of the Condor,1975,117,"Crime,Mystery,Thriller",7.4,56647
1011,tt0073812,movie,Tommy,1975,111,"Drama,Musical",6.6,21256
1015,tt0074084,movie,1900,1976,317,"Drama,History",7.7,25711
1016,tt0074102,movie,In the Realm of the Senses,1976,109,"Drama,Romance",6.6,20926
1017,tt0074103,movie,The Wing or The Thigh?,1976,104,"Comedy,Family",7.2,11212
1018,tt0074119,movie,All the President's Men,1976,138,"Drama,History,Thriller",7.9,116197
1019,tt0074156,movie,Assault on Precinct 13,1976,91,"Action,Crime,Thriller",7.3,51064
1020,tt0074174,movie,The Bad News Bears,1976,102,"Comedy,Drama,Family",7.3,23077
1021,tt0074256,movie,Bugsy Malone,1976,93,"Comedy,Crime,Family",6.8,18119
1022,tt0074258,movie,Burnt Offerings,1976,116,"Horror,Mystery,Thriller",6.4,12210
1023,tt0074285,movie,Carrie,1976,98,"Horror,Mystery",7.4,188584
1024,tt0074360,movie,Cría Cuervos,1976,105,Drama,7.9,10291
1025,tt0074442,movie,Crime Busters,1977,115,"Action,Adventure,Comedy",7.1,11769
1026,tt0074452,movie,The Eagle Has Landed,1976,135,"Adventure,Drama,Thriller",6.9,22217
1027,tt0074483,movie,The Enforcer,1976,96,"Action,Crime,Thriller",6.7,46037
1028,tt0074486,movie,Eraserhead,1977,89,"Fantasy,Horror",7.3,116995
1029,tt0074512,movie,Family Plot,1976,120,"Comedy,Crime,Drama",6.8,23384
1030,tt0074559,movie,Futureworld,1976,108,"Sci-Fi,Thriller",5.7,11042
1031,tt0074695,movie,Cross of Iron,1977,132,"Drama,War",7.4,27000
1032,tt0074749,movie,The Killing of a Chinese Bookie,1976,135,"Crime,Drama,Thriller",7.3,13260
1033,tt0074751,movie,King Kong,1976,134,"Adventure,Horror",5.9,32996
1034,tt0074806,movie,The Little Girl Who Lives Down the Lane,1976,91,"Drama,Horror,Mystery",7.0,16301
1035,tt0074811,movie,The Tenant,1976,126,"Drama,Thriller",7.6,44352
1036,tt0074812,movie,Logan's Run,1976,119,"Action,Adventure,Sci-Fi",6.8,57105
1037,tt0074851,movie,The Man Who Fell to Earth,1976,139,"Drama,Sci-Fi",6.6,26766
1038,tt0074860,movie,Marathon Man,1976,125,"Crime,Drama,Thriller",7.4,64520
1039,tt0074896,movie,The Message,1976,177,"Biography,Drama,History",8.1,47922
1040,tt0074899,movie,Midway,1976,132,"Action,Drama,History",6.7,19802
1041,tt0074906,movie,The Missouri Breaks,1976,126,"Drama,Western",6.5,11040
1042,tt0074937,movie,Murder by Death,1976,95,"Comedy,Crime,Mystery",7.3,38393
1043,tt0074958,movie,Network,1976,121,Drama,8.1,159934
1044,tt0074991,movie,Obsession,1976,98,"Drama,Mystery,Thriller",6.7,10512
1045,tt0075005,movie,The Omen,1976,111,"Horror,Mystery",7.5,120634
1046,tt0075029,movie,The Outlaw Josey Wales,1976,135,Western,7.8,74297
1047,tt0075066,movie,The Pink Panther Strikes Again,1976,103,"Comedy,Crime",7.2,30109
1048,tt0075147,movie,Robin and Marian,1976,106,"Adventure,Drama,Romance",6.5,13066
1049,tt0075148,movie,Rocky,1976,120,"Drama,Sport",8.1,573354
1050,tt0075213,movie,The Shootist,1976,100,"Drama,Romance,Western",7.6,24818
1051,tt0075222,movie,Silent Movie,1976,87,Comedy,6.7,17470
1052,tt0075223,movie,Silver Streak,1976,114,"Action,Comedy,Crime",6.9,20411
1053,tt0075265,movie,A Star Is Born,1976,139,"Drama,Music,Romance",6.1,11894
1054,tt0075276,movie,Stroszek,1977,115,"Comedy,Drama",7.8,14379
1055,tt0075314,movie,Taxi Driver,1976,114,"Crime,Drama",8.2,825009
1061,tt0075612,movie,Three Women,1977,124,"Drama,Mystery,Thriller",7.7,15604
